feature_index,feature_name,raw_column,source_role,question_id,question_text,question_type,option_label,applicable_categories,is_missing_sentinel,train_positive_count
433,answer__how_frequently_does_the_genitalia_appear_6e9bbba6__not_applicable,answer__how_frequently_does_the_genitalia_appear_6e9bbba6,radio,how_frequently_does_the_genitalia_appear_6e9bbba6,How frequently does the genitalia appear?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
434,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__often,answer__how_frequently_does_this_alcohol_content_occur_861b9e63,radio,how_frequently_does_this_alcohol_content_occur_861b9e63,How frequently does this alcohol content occur?,radio,Often,All Other App Types || Game,false,9
435,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__rarely,answer__how_frequently_does_this_alcohol_content_occur_861b9e63,radio,how_frequently_does_this_alcohol_content_occur_861b9e63,How frequently does this alcohol content occur?,radio,Rarely,All Other App Types || Game,false,33
436,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__inactive,answer__how_frequently_does_this_alcohol_content_occur_861b9e63,radio,how_frequently_does_this_alcohol_content_occur_861b9e63,How frequently does this alcohol content occur?,radio,__INACTIVE__,All Other App Types || Game,true,758
437,answer__how_frequently_does_this_alcohol_content_occur_861b9e63__not_applicable,answer__how_frequently_does_this_alcohol_content_occur_861b9e63,radio,how_frequently_does_this_alcohol_content_occur_861b9e63,How frequently does this alcohol content occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
438,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__often,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c,radio,how_frequently_does_this_tobacco_content_occur_0cdd660c,How frequently does this tobacco content occur?,radio,Often,All Other App Types || Game,false,9
439,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__rarely,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c,radio,how_frequently_does_this_tobacco_content_occur_0cdd660c,How frequently does this tobacco content occur?,radio,Rarely,All Other App Types || Game,false,37
440,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__inactive,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c,radio,how_frequently_does_this_tobacco_content_occur_0cdd660c,How frequently does this tobacco content occur?,radio,__INACTIVE__,All Other App Types || Game,true,754
441,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c__not_applicable,answer__how_frequently_does_this_tobacco_content_occur_0cdd660c,radio,how_frequently_does_this_tobacco_content_occur_0cdd660c,How frequently does this tobacco content occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
442,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__referred_to_only,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5,radio,how_is_the_sexual_violence_in_the_app_presented_a33620b5,How is the sexual violence in the app presented?,radio,Referred to only,All Other App Types,false,5
443,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__visually_depicted,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5,radio,how_is_the_sexual_violence_in_the_app_presented_a33620b5,How is the sexual violence in the app presented?,radio,Visually depicted,All Other App Types,false,5
444,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__inactive,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5,radio,how_is_the_sexual_violence_in_the_app_presented_a33620b5,How is the sexual violence in the app presented?,radio,__INACTIVE__,All Other App Types,true,384
445,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5__not_applicable,answer__how_is_the_sexual_violence_in_the_app_presented_a33620b5,radio,how_is_the_sexual_violence_in_the_app_presented_a33620b5,How is the sexual violence in the app presented?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
446,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__referred_to_only,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746,radio,how_is_the_sexual_violence_in_the_game_presented_1aa9d746,How is the sexual violence in the game presented?,radio,Referred to only,Game,false,4
447,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__visually_depicted,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746,radio,how_is_the_sexual_violence_in_the_game_presented_1aa9d746,How is the sexual violence in the game presented?,radio,Visually depicted,Game,false,11
448,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__inactive,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746,radio,how_is_the_sexual_violence_in_the_game_presented_1aa9d746,How is the sexual violence in the game presented?,radio,__INACTIVE__,Game,true,391
449,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746__not_applicable,answer__how_is_the_sexual_violence_in_the_game_presented_1aa9d746,radio,how_is_the_sexual_violence_in_the_game_presented_1aa9d746,How is the sexual violence in the game presented?,radio,__NOT_APPLICABLE__,Game,true,404
450,answer__how_often_do_sexual_acts_occur_7a0c9886__often,answer__how_often_do_sexual_acts_occur_7a0c9886,radio,how_often_do_sexual_acts_occur_7a0c9886,How often do sexual acts occur?,radio,Often,All Other App Types || Game,false,11
451,answer__how_often_do_sexual_acts_occur_7a0c9886__rarely,answer__how_often_do_sexual_acts_occur_7a0c9886,radio,how_often_do_sexual_acts_occur_7a0c9886,How often do sexual acts occur?,radio,Rarely,All Other App Types || Game,false,44
452,answer__how_often_do_sexual_acts_occur_7a0c9886__inactive,answer__how_often_do_sexual_acts_occur_7a0c9886,radio,how_often_do_sexual_acts_occur_7a0c9886,How often do sexual acts occur?,radio,__INACTIVE__,All Other App Types || Game,true,745
453,answer__how_often_do_sexual_acts_occur_7a0c9886__not_applicable,answer__how_often_do_sexual_acts_occur_7a0c9886,radio,how_often_do_sexual_acts_occur_7a0c9886,How often do sexual acts occur?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
454,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__realistic,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a,radio,how_would_you_describe_the_reactions_to_violence_f4f3f14a,How would you describe the reactions to violence?,radio,Realistic,All Other App Types || Game,false,8
455,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__unrealistic,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a,radio,how_would_you_describe_the_reactions_to_violence_f4f3f14a,How would you describe the reactions to violence?,radio,Unrealistic,All Other App Types || Game,false,176
456,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__inactive,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a,radio,how_would_you_describe_the_reactions_to_violence_f4f3f14a,How would you describe the reactions to violence?,radio,__INACTIVE__,All Other App Types || Game,true,616
457,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a__not_applicable,answer__how_would_you_describe_the_reactions_to_violence_f4f3f14a,radio,how_would_you_describe_the_reactions_to_violence_f4f3f14a,How would you describe the reactions to violence?,radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
458,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__fantastical,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,radio,in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,"In what kind of setting (context, storyline) does the violence occur?",radio,Fantastical,All Other App Types || Game,false,174
459,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__realistic,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,radio,in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,"In what kind of setting (context, storyline) does the violence occur?",radio,Realistic,All Other App Types || Game,false,10
460,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__inactive,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,radio,in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,"In what kind of setting (context, storyline) does the violence occur?",radio,__INACTIVE__,All Other App Types || Game,true,616
461,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d__not_applicable,answer__in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,radio,in_what_kind_of_setting_context_storyline_does_the_viole_a606b09d,"In what kind of setting (context, storyline) does the violence occur?",radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
462,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__no,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,radio,is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,Is a significant portion of the app used to connect people for the purposes of dating or sexual relationships or endeavors?,radio,No,Social or Communication,false,5
463,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__yes,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,radio,is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,Is a significant portion of the app used to connect people for the purposes of dating or sexual relationships or endeavors?,radio,Yes,Social or Communication,false,3
464,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__inactive,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,radio,is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,Is a significant portion of the app used to connect people for the purposes of dating or sexual relationships or endeavors?,radio,__INACTIVE__,Social or Communication,true,2
465,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d__not_applicable,answer__is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,radio,is_a_significant_portion_of_the_app_used_to_connect_peop_b57e2e9d,Is a significant portion of the app used to connect people for the purposes of dating or sexual relationships or endeavors?,radio,__NOT_APPLICABLE__,Social or Communication,true,800
466,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__no,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,radio,is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,Is accessing this material the primary purpose of the app?,radio,No,All Other App Types,false,35
467,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__yes,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,radio,is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,Is accessing this material the primary purpose of the app?,radio,Yes,All Other App Types,false,2
468,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__inactive,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,radio,is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,Is accessing this material the primary purpose of the app?,radio,__INACTIVE__,All Other App Types,true,357
469,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c__not_applicable,answer__is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,radio,is_accessing_this_material_the_primary_purpose_of_the_ap_1bd1703c,Is accessing this material the primary purpose of the app?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
470,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__no,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,radio,is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,"Is any of this content in an erotic, provocative setting or context?",radio,No,All Other App Types || Game,false,97
471,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__yes,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,radio,is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,"Is any of this content in an erotic, provocative setting or context?",radio,Yes,All Other App Types || Game,false,36
472,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__inactive,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,radio,is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,"Is any of this content in an erotic, provocative setting or context?",radio,__INACTIVE__,All Other App Types || Game,true,667
473,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959__not_applicable,answer__is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,radio,is_any_of_this_content_in_an_erotic_provocative_setting__11eb2959,"Is any of this content in an erotic, provocative setting or context?",radio,__NOT_APPLICABLE__,All Other App Types || Game,true,10
474,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86__no,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86,radio,is_any_of_this_violence_against_real_world_animals_6fc80a86,Is any of this violence against real-world animals?,radio,No,All Other App Types || Game,false,56
475,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86__yes,answer__is_any_of_this_violence_against_real_world_animals_6fc80a86,radio,is_any_of_this_violence_against_real_world_animals_6fc80a86,Is any of this violence against real-world animals?,radio,Yes,All Other App Types || Game,false,7
